date_raw,area,beaufort,effort_km,season,vessel,primary_secondary,date,calendar_year,month,monitoring_period,monitoring_start_year,source_file,area_code
14-Jan-13,W LANTAU,2,11.8,WINTER,STANDARD31516,S,2013-01-14,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
15-Jan-13,NW LANTAU,1,1.4,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,2,15.1,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,3,5.4,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,4,1.9,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,5,6.4,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,1,2.3,WINTER,STANDARD31516,S,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,2,1.8,WINTER,STANDARD31516,S,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,NW LANTAU,3,0.7,WINTER,STANDARD31516,S,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
15-Jan-13,DEEP BAY,2,8.3,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
15-Jan-13,DEEP BAY,3,6.0,WINTER,STANDARD31516,P,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
15-Jan-13,DEEP BAY,2,1.2,WINTER,STANDARD31516,S,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
15-Jan-13,DEEP BAY,3,4.9,WINTER,STANDARD31516,S,2013-01-15,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
16-Jan-13,NE LANTAU,1,0.3,WINTER,STANDARD31516,P,2013-01-16,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
16-Jan-13,NE LANTAU,2,14.3,WINTER,STANDARD31516,P,2013-01-16,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
16-Jan-13,NE LANTAU,1,5.1,WINTER,STANDARD31516,S,2013-01-16,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
16-Jan-13,NE LANTAU,2,5.6,WINTER,STANDARD31516,S,2013-01-16,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
16-Jan-13,W LANTAU,2,11.0,WINTER,STANDARD31516,S,2013-01-16,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Jan-13,W LANTAU,1,5.5,WINTER,STANDARD31516,S,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Jan-13,W LANTAU,2,3.4,WINTER,STANDARD31516,S,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Jan-13,W LANTAU,3,1.4,WINTER,STANDARD31516,S,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Jan-13,NW LANTAU,1,13.4,WINTER,STANDARD31516,P,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
22-Jan-13,NW LANTAU,2,6.1,WINTER,STANDARD31516,P,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
22-Jan-13,NW LANTAU,1,1.5,WINTER,STANDARD31516,S,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
22-Jan-13,NW LANTAU,2,0.6,WINTER,STANDARD31516,S,2013-01-22,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
23-Jan-13,NW LANTAU,1,10.0,WINTER,STANDARD31516,P,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
23-Jan-13,NW LANTAU,2,19.1,WINTER,STANDARD31516,P,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
23-Jan-13,NW LANTAU,1,2.7,WINTER,STANDARD31516,S,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
23-Jan-13,NW LANTAU,2,6.3,WINTER,STANDARD31516,S,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
23-Jan-13,NE LANTAU,1,16.1,WINTER,STANDARD31516,P,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
23-Jan-13,NE LANTAU,2,17.2,WINTER,STANDARD31516,P,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
23-Jan-13,NE LANTAU,1,2.6,WINTER,STANDARD31516,S,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
23-Jan-13,NE LANTAU,2,9.3,WINTER,STANDARD31516,S,2013-01-23,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
24-Jan-13,LAMMA,2,57.1,WINTER,STANDARD31516,P,2013-01-24,2013,1,2012-13,2012,Final_Report_2012_13.pdf,LM
24-Jan-13,LAMMA,3,10.8,WINTER,STANDARD31516,P,2013-01-24,2013,1,2012-13,2012,Final_Report_2012_13.pdf,LM
24-Jan-13,LAMMA,2,25.8,WINTER,STANDARD31516,S,2013-01-24,2013,1,2012-13,2012,Final_Report_2012_13.pdf,LM
24-Jan-13,LAMMA,3,3.6,WINTER,STANDARD31516,S,2013-01-24,2013,1,2012-13,2012,Final_Report_2012_13.pdf,LM
29-Jan-13,W LANTAU,1,2.3,WINTER,STANDARD31516,P,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
29-Jan-13,W LANTAU,2,18.8,WINTER,STANDARD31516,P,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
29-Jan-13,W LANTAU,3,0.4,WINTER,STANDARD31516,P,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
29-Jan-13,W LANTAU,1,5.2,WINTER,STANDARD31516,S,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
29-Jan-13,W LANTAU,2,13.6,WINTER,STANDARD31516,S,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
29-Jan-13,W LANTAU,3,0.8,WINTER,STANDARD31516,S,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
29-Jan-13,NW LANTAU,2,15.3,WINTER,STANDARD31516,P,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
29-Jan-13,NW LANTAU,2,1.8,WINTER,STANDARD31516,S,2013-01-29,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-Jan-13,NW LANTAU,2,1.6,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-Jan-13,NW LANTAU,3,16.9,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-Jan-13,NW LANTAU,4,3.7,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-Jan-13,NW LANTAU,5,5.8,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-Jan-13,NW LANTAU,3,4.7,WINTER,STANDARD31516,S,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NWL
30-Jan-13,DEEP BAY,3,13.8,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
30-Jan-13,DEEP BAY,2,3.4,WINTER,STANDARD31516,S,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
30-Jan-13,DEEP BAY,3,3.1,WINTER,STANDARD31516,S,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,DB
30-Jan-13,NE LANTAU,3,5.6,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-Jan-13,NE LANTAU,4,3.6,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-Jan-13,NE LANTAU,5,1.9,WINTER,STANDARD31516,P,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-Jan-13,NE LANTAU,3,1.9,WINTER,STANDARD31516,S,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-Jan-13,NE LANTAU,4,3.0,WINTER,STANDARD31516,S,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
30-Jan-13,NE LANTAU,5,3.0,WINTER,STANDARD31516,S,2013-01-30,2013,1,2012-13,2012,Final_Report_2012_13.pdf,NEL
31-Jan-13,SE LANTAU,2,1.8,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SE LANTAU,3,9.2,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SE LANTAU,4,4.2,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SE LANTAU,5,0.4,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SE LANTAU,2,1.2,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SE LANTAU,3,3.2,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SE LANTAU,4,5.7,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SEL
31-Jan-13,SW LANTAU,3,6.0,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SWL
31-Jan-13,SW LANTAU,4,12.7,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SWL
31-Jan-13,SW LANTAU,5,0.9,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SWL
31-Jan-13,SW LANTAU,3,8.6,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SWL
31-Jan-13,SW LANTAU,4,4.6,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SWL
31-Jan-13,SW LANTAU,5,2.2,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,SWL
31-Jan-13,W LANTAU,2,4.9,WINTER,STANDARD31516,P,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
31-Jan-13,W LANTAU,2,6.6,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
31-Jan-13,W LANTAU,3,0.8,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
31-Jan-13,W LANTAU,4,1.3,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
31-Jan-13,W LANTAU,5,1.0,WINTER,STANDARD31516,S,2013-01-31,2013,1,2012-13,2012,Final_Report_2012_13.pdf,WL
5-Feb-13,LAMMA,0,6.4,WINTER,STANDARD31516,P,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
5-Feb-13,LAMMA,1,14.2,WINTER,STANDARD31516,P,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
5-Feb-13,LAMMA,2,40.7,WINTER,STANDARD31516,P,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
5-Feb-13,LAMMA,3,2.1,WINTER,STANDARD31516,P,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
5-Feb-13,LAMMA,1,4.2,WINTER,STANDARD31516,S,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
5-Feb-13,LAMMA,2,14.1,WINTER,STANDARD31516,S,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
5-Feb-13,LAMMA,3,2.4,WINTER,STANDARD31516,S,2013-02-05,2013,2,2012-13,2012,Final_Report_2012_13.pdf,LM
7-Feb-13,NW LANTAU,3,0.2,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,NW LANTAU,4,9.64,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,NW LANTAU,5,7.05,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,NW LANTAU,2,1.15,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,NW LANTAU,4,0.64,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,NW LANTAU,5,3.41,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,NW LANTAU,6,2.54,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
7-Feb-13,DEEP BAY,2,8.25,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,DB
7-Feb-13,DEEP BAY,3,5.2,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,DB
7-Feb-13,DEEP BAY,4,0.7,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,DB
7-Feb-13,DEEP BAY,2,1.2,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,DB
7-Feb-13,DEEP BAY,3,4.55,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,DB
7-Feb-13,DEEP BAY,4,0.4,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,DB
7-Feb-13,NE LANTAU,2,12.48,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Feb-13,NE LANTAU,3,12.65,WINTER,STANDARD31516,P,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Feb-13,NE LANTAU,2,4.2,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
7-Feb-13,NE LANTAU,3,4.17,WINTER,STANDARD31516,S,2013-02-07,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
19-Feb-13,SW LANTAU,0,2.0,WINTER,STANDARD31516,P,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
19-Feb-13,SW LANTAU,1,12.1,WINTER,STANDARD31516,P,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
19-Feb-13,SW LANTAU,2,3.2,WINTER,STANDARD31516,P,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
19-Feb-13,SW LANTAU,0,2.2,WINTER,STANDARD31516,S,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
19-Feb-13,SW LANTAU,1,5.0,WINTER,STANDARD31516,S,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
19-Feb-13,SW LANTAU,2,1.9,WINTER,STANDARD31516,S,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
19-Feb-13,W LANTAU,1,5.4,WINTER,STANDARD31516,S,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,WL
19-Feb-13,W LANTAU,2,5.2,WINTER,STANDARD31516,S,2013-02-19,2013,2,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Feb-13,SE LANTAU,2,20.8,WINTER,STANDARD31516,P,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SEL
22-Feb-13,SE LANTAU,3,5.55,WINTER,STANDARD31516,P,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SEL
22-Feb-13,SE LANTAU,2,4.08,WINTER,STANDARD31516,S,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SEL
22-Feb-13,SE LANTAU,3,2.58,WINTER,STANDARD31516,S,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SEL
22-Feb-13,SW LANTAU,2,6.48,WINTER,STANDARD31516,P,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
22-Feb-13,SW LANTAU,3,15.99,WINTER,STANDARD31516,P,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
22-Feb-13,SW LANTAU,4,3.78,WINTER,STANDARD31516,P,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
22-Feb-13,SW LANTAU,5,1.82,WINTER,STANDARD31516,P,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
22-Feb-13,SW LANTAU,2,2.07,WINTER,STANDARD31516,S,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
22-Feb-13,SW LANTAU,3,6.28,WINTER,STANDARD31516,S,2013-02-22,2013,2,2012-13,2012,Final_Report_2012_13.pdf,SWL
25-Feb-13,W LANTAU,2,4.65,WINTER,STANDARD31516,S,2013-02-25,2013,2,2012-13,2012,Final_Report_2012_13.pdf,WL
25-Feb-13,W LANTAU,3,5.8,WINTER,STANDARD31516,S,2013-02-25,2013,2,2012-13,2012,Final_Report_2012_13.pdf,WL
25-Feb-13,NE LANTAU,2,9.96,WINTER,STANDARD31516,P,2013-02-25,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
25-Feb-13,NE LANTAU,3,11.34,WINTER,STANDARD31516,P,2013-02-25,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
25-Feb-13,NE LANTAU,2,5.2,WINTER,STANDARD31516,S,2013-02-25,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
25-Feb-13,NE LANTAU,3,2.1,WINTER,STANDARD31516,S,2013-02-25,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
28-Feb-13,NE LANTAU,2,4.1,WINTER,STANDARD31516,P,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
28-Feb-13,NE LANTAU,3,21.0,WINTER,STANDARD31516,P,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
28-Feb-13,NE LANTAU,2,4.3,WINTER,STANDARD31516,S,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
28-Feb-13,NE LANTAU,3,6.8,WINTER,STANDARD31516,S,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NEL
28-Feb-13,NW LANTAU,3,8.7,WINTER,STANDARD31516,P,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Feb-13,NW LANTAU,4,8.6,WINTER,STANDARD31516,P,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Feb-13,NW LANTAU,5,8.6,WINTER,STANDARD31516,P,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Feb-13,NW LANTAU,3,0.6,WINTER,STANDARD31516,S,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Feb-13,NW LANTAU,4,2.4,WINTER,STANDARD31516,S,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
28-Feb-13,NW LANTAU,5,4.2,WINTER,STANDARD31516,S,2013-02-28,2013,2,2012-13,2012,Final_Report_2012_13.pdf,NWL
1-Mar-13,NW LANTAU,3,16.5,SPRING,STANDARD31516,P,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
1-Mar-13,NW LANTAU,4,4.6,SPRING,STANDARD31516,P,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
1-Mar-13,NW LANTAU,2,3.0,SPRING,STANDARD31516,S,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
1-Mar-13,NW LANTAU,3,5.8,SPRING,STANDARD31516,S,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
1-Mar-13,NW LANTAU,5,2.8,SPRING,STANDARD31516,S,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
1-Mar-13,W LANTAU,3,6.9,SPRING,STANDARD31516,P,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
1-Mar-13,W LANTAU,4,2.3,SPRING,STANDARD31516,P,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
1-Mar-13,W LANTAU,5,6.0,SPRING,STANDARD31516,P,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
1-Mar-13,W LANTAU,2,0.8,SPRING,STANDARD31516,S,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
1-Mar-13,W LANTAU,3,6.5,SPRING,STANDARD31516,S,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
1-Mar-13,W LANTAU,4,5.4,SPRING,STANDARD31516,S,2013-03-01,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
7-Mar-13,W LANTAU,1,9.51,SPRING,STANDARD31516,P,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
7-Mar-13,W LANTAU,2,2.25,SPRING,STANDARD31516,P,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
7-Mar-13,W LANTAU,1,9.7,SPRING,STANDARD31516,S,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
7-Mar-13,W LANTAU,2,12.19,SPRING,STANDARD31516,S,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
7-Mar-13,SW LANTAU,1,10.7,SPRING,STANDARD31516,P,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,SWL
7-Mar-13,SW LANTAU,1,7.81,SPRING,STANDARD31516,S,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,SWL
7-Mar-13,SW LANTAU,2,2.96,SPRING,STANDARD31516,S,2013-03-07,2013,3,2012-13,2012,Final_Report_2012_13.pdf,SWL
8-Mar-13,SW LANTAU,2,7.88,SPRING,STANDARD31516,S,2013-03-08,2013,3,2012-13,2012,Final_Report_2012_13.pdf,SWL
8-Mar-13,SE LANTAU,2,14.24,SPRING,STANDARD31516,P,2013-03-08,2013,3,2012-13,2012,Final_Report_2012_13.pdf,SEL
8-Mar-13,SE LANTAU,2,7.24,SPRING,STANDARD31516,S,2013-03-08,2013,3,2012-13,2012,Final_Report_2012_13.pdf,SEL
19-Mar-13,LAMMA,0,5.1,SPRING,STANDARD31516,P,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
19-Mar-13,LAMMA,1,19.49,SPRING,STANDARD31516,P,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
19-Mar-13,LAMMA,2,34.7,SPRING,STANDARD31516,P,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
19-Mar-13,LAMMA,3,6.1,SPRING,STANDARD31516,P,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
19-Mar-13,LAMMA,0,3.0,SPRING,STANDARD31516,S,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
19-Mar-13,LAMMA,1,8.27,SPRING,STANDARD31516,S,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
19-Mar-13,LAMMA,2,10.6,SPRING,STANDARD31516,S,2013-03-19,2013,3,2012-13,2012,Final_Report_2012_13.pdf,LM
21-Mar-13,NW LANTAU,2,0.7,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
21-Mar-13,NW LANTAU,3,1.1,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
21-Mar-13,NW LANTAU,4,7.5,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
21-Mar-13,NW LANTAU,5,5.1,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
21-Mar-13,NW LANTAU,4,0.7,SPRING,STANDARD31516,S,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
21-Mar-13,NE LANTAU,2,0.7,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NEL
21-Mar-13,NE LANTAU,3,10.1,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NEL
21-Mar-13,NE LANTAU,4,4.2,SPRING,STANDARD31516,P,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NEL
21-Mar-13,NE LANTAU,3,3.3,SPRING,STANDARD31516,S,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NEL
21-Mar-13,NE LANTAU,4,2.1,SPRING,STANDARD31516,S,2013-03-21,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NEL
22-Mar-13,W LANTAU,2,4.08,SPRING,STANDARD31516,S,2013-03-22,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Mar-13,W LANTAU,3,4.12,SPRING,STANDARD31516,S,2013-03-22,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Mar-13,W LANTAU,4,2.12,SPRING,STANDARD31516,S,2013-03-22,2013,3,2012-13,2012,Final_Report_2012_13.pdf,WL
22-Mar-13,NW LANTAU,2,12.3,SPRING,STANDARD31516,P,2013-03-22,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
22-Mar-13,NW LANTAU,3,2.99,SPRING,STANDARD31516,P,2013-03-22,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
22-Mar-13,NW LANTAU,2,6.72,SPRING,STANDARD31516,S,2013-03-22,2013,3,2012-13,2012,Final_Report_2012_13.pdf,NWL
9-Apr-13,W LANTAU,2,10.3,SPRING,STANDARD31516,S,2013-04-09,2013,4,2013-14,2013,Final_Report_2013_14.pdf,WL
13-Apr-13,SE LANTAU,1,12.87,SPRING,STANDARD31516,P,2013-04-13,2013,4,2013-14,2013,Final_Report_2013_14.pdf,SEL
13-Apr-13,SE LANTAU,2,11.1,SPRING,STANDARD31516,P,2013-04-13,2013,4,2013-14,2013,Final_Report_2013_14.pdf,SEL
13-Apr-13,SE LANTAU,1,4.49,SPRING,STANDARD31516,S,2013-04-13,2013,4,2013-14,2013,Final_Report_2013_14.pdf,SEL
13-Apr-13,SE LANTAU,2,1.2,SPRING,STANDARD31516,S,2013-04-13,2013,4,2013-14,2013,Final_Report_2013_14.pdf,SEL
13-Apr-13,SE LANTAU,3,2.0,SPRING,STANDARD31516,S,2013-04-13,2013,4,2013-14,2013,Final_Report_2013_14.pdf,SEL
