"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Ammonia Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Faecal Coliforms (cfu/100mL)","Nitrate Nitrogen (mg/L)","Nitrite Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeo-pigments (μg/L)","Salinity (psu)","Secchi Disc Depth (M)","Silica (mg/L)","Suspended Solids (mg/L)","Temperature (°C)","Total Inorganic Nitrogen (mg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Nitrogen (mg/L)","Total Phosphorus (mg/L)","Turbidity (NTU)","Unionised Ammonia (mg/L)","Volatile Suspended Solids (mg/L)"
"Port Shelter","PM7","2022-10-22","1","Surface Water","0.2","0.018","1.3","88","5.9","<1","1","0.015","0.011","<0.002","8.1","0.9","33.2","1.9","1","2.7","25.5","0.04","0.62","0.65","0.06","4.1","0.001","1"
"Port Shelter","PM7","2022-10-22","1","Middle Water","<0.1","0.022","1.1","91","6.2","<1","<1","0.007","0.012","<0.002","8.1","0.9","33.2","1.9","1.1","2.8","25.5","0.04","0.68","0.7","0.06","4.1","0.001","0.9"
"Port Shelter","PM7","2022-10-22","1","Bottom Water","<0.1","0.018","1.1","87","5.9","<1","<1","0.005","<0.002","<0.002","8.1","1","33.4","1.9","1.1","2.9","25.5","0.03","0.62","0.63","0.07","4.2","0.001","1.2"
"Port Shelter","PM7","2022-11-23","1","Surface Water","0.7","0.029","3.2","115","8","<1","<1","<0.002","<0.002","<0.002","7.4","0.6","32.7","6.4","0.22","1","24.3","0.03","0.67","0.67","0.08","2.8","<0.001","<0.5"
"Port Shelter","PM7","2022-11-23","1","Middle Water","0.5","0.029","0.8","115","8","<1","11","<0.002","<0.002","<0.002","7.4","0.3","32.7","6.4","0.24","1","24.2","0.03","0.59","0.59","0.08","2","<0.001","<0.5"
"Port Shelter","PM7","2022-11-23","1","Bottom Water","0.4","0.035","0.5","85","5.9","<1","1","0.011","<0.002","<0.002","7.2","<0.2","32.7","6.4","0.7","2.6","23.7","0.05","0.56","0.57","0.08","37.2","<0.001","0.8"
"Port Shelter","PM7","2022-12-02","1","Surface Water","0.6","0.038","1.6","76","5.5","1","1","0.025","0.004","0.014","8","0.6","32.4","2.2","0.63","3.6","22.4","0.07","0.1","0.13","0.06","4.1","0.001","1"
"Port Shelter","PM7","2022-12-02","1","Middle Water","0.9","0.045","1.3","88","6.3","<1","<1","0.024","0.004","0.013","8","1.6","32.7","2.2","0.61","2.8","22.9","0.07","0.18","0.21","0.06","4.1","0.002","0.9"
"Port Shelter","PM7","2022-12-02","1","Bottom Water","0.5","0.03","1.1","88","6.2","<1","<1","0.022","0.004","0.013","8","1.2","32.8","2.2","0.59","4.5","22.9","0.06","0.09","0.12","0.06","4.2","0.001","0.9"
"Port Shelter","PM8","2022-01-24","1","Surface Water","<0.1","0.015","1.1","83","6.4","<1","<1","0.07","0.01","0.016","7.6","<0.2","32.9","3.7","0.77","3.3","18.2","0.1","0.21","0.29","0.03","7.8","<0.001","1"
"Port Shelter","PM8","2022-01-24","1","Middle Water","<0.1","0.025","1","94","7.3","<1","1","0.053","0.009","0.015","7.6","<0.2","33.2","3.7","0.7","2.7","18.1","0.09","0.3","0.36","0.04","5.2","<0.001","1"
"Port Shelter","PM8","2022-01-24","1","Bottom Water","<0.1","0.024","0.6","96","7.3","1","2","0.015","0.003","0.008","7.7","0.7","33.5","3.7","0.52","4.2","18.7","0.04","0.35","0.37","0.06","5.4","<0.001","1.1"
"Port Shelter","PM8","2022-02-07","1","Surface Water","0.2","0.029","1.5","79","6.2","<1","<1","<0.002","0.002","0.007","7.4","0.2","33.2","3.4","0.7","3.5","17.2","0.03","0.47","0.47","0.04","5.7","<0.001","1.2"
"Port Shelter","PM8","2022-02-07","1","Middle Water","0.2","0.027","1.3","92","7.2","<1","<1","0.009","0.008","0.007","7.4","0.2","33.3","3.4","0.69","3.8","17.5","0.04","0.55","0.57","0.02","6.1","<0.001","1"
"Port Shelter","PM8","2022-02-07","1","Bottom Water","0.3","0.022","1.1","94","7.3","<1","<1","0.017","0.007","0.006","7.4","0.3","33.3","3.4","0.64","3.5","17.5","0.05","0.56","0.58","0.02","6","<0.001","1"
"Port Shelter","PM8","2022-04-06","1","Surface Water","1","0.022","1.9","97","7.3","<1","<1","<0.002","<0.002","<0.002","7.8","0.7","31.8","5","0.07","1.9","20.5","0.03","0.39","0.39","0.02","6.7","<0.001","1"
"Port Shelter","PM8","2022-04-06","1","Middle Water","0.7","0.033","1","95","7.2","<1","<1","<0.002","<0.002","<0.002","7.7","1.4","32","5","0.33","10","19.9","0.04","0.39","0.39","0.02","5.4","<0.001","2.3"
"Port Shelter","PM8","2022-04-06","1","Bottom Water","1","0.027","2.7","90","6.8","<1","<1","<0.002","<0.002","<0.002","7.7","<0.2","32.9","5","0.16","1.9","19.8","0.03","0.43","0.43","0.02","8.8","<0.001","1.2"
"Port Shelter","PM8","2022-05-19","1","Surface Water","<0.1","0.029","0.6","83","5.8","<1","<1","0.031","<0.002","0.004","8.2","<0.2","31.9","4.2","0.28","1.2","24.7","0.06","<0.05","0.08","0.02","8.9","0.002","0.6"
"Port Shelter","PM8","2022-05-19","1","Middle Water","<0.1","0.021","1.3","95","6.6","<1","1","0.03","<0.002","0.004","8.2","0.2","32.6","4.2","0.16","1.2","24.3","0.05","0.1","0.13","<0.02","6.3","0.001","<0.5"
"Port Shelter","PM8","2022-05-19","1","Bottom Water","<0.1","0.028","1.4","81","5.6","<1","<1","0.021","0.004","<0.002","8.1","0.2","33.2","4.2","0.38","2.4","24.5","0.05","<0.05","0.08","0.03","6.6","0.001","<0.5"
"Port Shelter","PM8","2022-06-01","1","Surface Water","0.4","0.024","1.3","91","6","<1","<1","0.013","<0.002","<0.002","8","<0.2","31.7","7.4","0.3","1.2","27.8","0.04","0.37","0.39","0.03","5.8","0.001","0.6"
"Port Shelter","PM8","2022-06-01","1","Middle Water","0.3","0.022","0.5","88","6","<1","<1","0.013","<0.002","0.005","7.9","<0.2","32.9","7.4","0.55","1.6","25.1","0.04","0.13","0.15","0.02","5.5","<0.001","0.6"
"Port Shelter","PM8","2022-06-01","1","Bottom Water","0.2","0.016","0.6","84","5.7","<1","<1","0.019","0.002","0.005","7.9","<0.2","33.7","7.4","0.49","1.4","25.3","0.04","0.15","0.17","0.02","7.1","<0.001","<0.5"
"Port Shelter","PM8","2022-07-25","1","Surface Water","1.6","0.007","2.1","92","5.8","<1","3","0.011","<0.002","<0.002","8.2","0.6","30.5","2.4","0.92","2.2","31.6","0.02","0.22","0.23","0.04","10.6","<0.001","1.6"
"Port Shelter","PM8","2022-07-25","1","Middle Water","0.8","0.013","2.7","26","1.8","<1","2","0.1","0.003","0.011","7.8","0.8","34.3","2.4","1.3","1.7","23.1","0.12","0.18","0.28","0.08","5.9","<0.001","1"
"Port Shelter","PM8","2022-07-25","1","Bottom Water","0.1","0.006","0.6","44","3.1","<1","<1","0.13","0.013","0.015","7.8","0.7","34.3","2.4","1.2","3.9","22.4","0.15","0.31","0.45","0.05","8.2","<0.001","1.1"
"Port Shelter","PM8","2022-08-15","1","Surface Water","0.9","<0.005","1.2","87","5.6","<1","<1","0.026","<0.002","<0.002","8","1","28.8","4.4","0.79","1","30","0.03","0.06","0.09","<0.02","11.9","<0.001","0.8"
"Port Shelter","PM8","2022-08-15","1","Middle Water","0.5","0.034","0.8","88","5.8","<1","<1","0.02","0.003","<0.002","8","0.5","31.4","4.4","0.56","0.7","28.6","0.06","0.19","0.21","<0.02","5.5","0.002","<0.5"
"Port Shelter","PM8","2022-08-15","1","Bottom Water","0.3","0.017","0.5","26","2.4","<1","<1","0.1","0.028","0.019","7.8","<0.2","33.5","4.4","1.6","2.2","24.2","0.15","0.14","0.27","0.04","7.2","<0.001","<0.5"
"Port Shelter","PM8","2022-09-02","1","Surface Water","0.8","0.007","2.5","88","5.6","<1","1","0.026","<0.002","<0.002","7.5","<0.2","31.1","4.8","<0.05","1.8","29.9","0.04","0.38","0.41","0.03","1.7","<0.001","0.9"
"Port Shelter","PM8","2022-09-02","1","Middle Water","0.7","0.006","1.7","96","6.3","<1","<1","0.026","<0.002","<0.002","7.5","<0.2","32.2","4.8","<0.05","4.9","27.4","0.03","0.2","0.23","0.05","3.5","<0.001","1.3"
"Port Shelter","PM8","2022-09-02","1","Bottom Water","0.5","0.005","2.8","34","2.4","<1","<1","0.13","0.016","0.012","7.2","1","34.1","4.8","1.4","4.2","23","0.15","0.18","0.33","0.07","60.2","<0.001","1"
"Port Shelter","PM8","2022-10-22","1","Surface Water","<0.1","0.029","2.1","74","5","<1","<1","0.018","0.012","<0.002","8.1","0.2","33.2","2","1.1","2.7","25.5","0.06","0.55","0.58","0.06","4.1","0.002","0.5"
"Port Shelter","PM8","2022-10-22","1","Middle Water","<0.1","0.026","0.9","88","6","<1","<1","0.005","<0.002","<0.002","8.1","1.2","33.3","2","1.1","2.7","25.5","0.03","0.66","0.67","0.07","4.2","0.002","0.8"
"Port Shelter","PM8","2022-10-22","1","Bottom Water","<0.1","<0.005","0.5","87","5.9","<1","<1","0.026","0.026","0.018","8.1","0.4","33.6","2","1","4.5","25.7","0.06","0.78","0.83","0.07","4.3","<0.001","0.9"
"Port Shelter","PM8","2022-11-23","1","Surface Water","0.4","0.026","0.7","109","7.6","<1","5","<0.002","<0.002","<0.002","7.4","<0.2","32.7","4.8","0.17","1.2","23.8","0.03","0.7","0.7","0.07","10.7","<0.001","<0.5"
"Port Shelter","PM8","2022-11-23","1","Middle Water","0.5","0.027","0.6","109","7.6","<1","4","<0.002","<0.002","<0.002","7.4","<0.2","32.7","4.8","0.25","1.1","23.9","0.03","0.58","0.58","0.08","8.3","<0.001","<0.5"
"Port Shelter","PM8","2022-11-23","1","Bottom Water","0.2","0.027","0.5","103","7.2","<1","6","0.008","0.002","<0.002","7.3","<0.2","32.7","4.8","0.33","2.5","23.7","0.04","0.62","0.63","0.08","17.7","<0.001","1"
"Port Shelter","PM8","2022-12-02","1","Surface Water","0.6","0.034","1.1","72","5.2","<1","1","0.021","<0.002","0.013","8","0.5","32.6","1.8","0.42","4.8","22.4","0.06","0.1","0.12","0.06","4.1","0.001","1"
"Port Shelter","PM8","2022-12-02","1","Middle Water","0.6","0.035","0.9","90","6.4","<1","<1","0.016","0.004","0.013","8","1.3","32.8","1.8","0.45","5.6","23","0.06","0.18","0.2","0.06","4.1","0.001","1.1"
"Port Shelter","PM8","2022-12-02","1","Bottom Water","0.6","0.032","1.1","91","6.5","<1","<1","0.018","<0.002","0.012","8.1","1.1","32.8","1.8","0.38","5.8","23","0.05","0.1","0.12","0.05","4.2","0.001","1"
"Port Shelter","PM9","2022-01-24","1","Surface Water","0.2","0.016","1.8","89","6.9","<1","<1","0.059","0.009","0.013","7.7","0.3","33","2.9","0.74","3","18.3","0.08","0.32","0.39","0.03","7.9","<0.001","1"
"Port Shelter","PM9","2022-01-24","1","Middle Water","<0.1","0.024","2","95","7.4","<1","<1","0.053","0.008","0.014","7.7","<0.2","33","2.9","0.73","3.6","18","0.09","0.44","0.5","0.06","5.8","<0.001","1.2"
"Port Shelter","PM9","2022-01-24","1","Bottom Water","<0.1","0.017","2.2","100","7.7","<1","<1","0.058","0.008","0.015","7.7","<0.2","33.4","2.9","0.78","3.1","18.4","0.08","0.42","0.49","0.04","5.9","<0.001","1"
"Port Shelter","PM9","2022-02-07","1","Surface Water","0.8","0.028","7","92","7.3","<1","<1","<0.002","0.003","0.005","7.4","0.5","33.2","3","0.7","2.6","17","0.03","0.62","0.63","0.03","39.6","<0.001","1.3"
"Port Shelter","PM9","2022-02-07","1","Middle Water","0.7","0.022","6.4","98","7.8","<1","<1","0.012","0.002","0.008","7.4","0.8","33.2","3","0.71","3.4","17.1","0.04","0.6","0.61","<0.02","5.5","<0.001","1.6"
"Port Shelter","PM9","2022-02-07","1","Bottom Water","0.7","0.019","5.7","97","7.7","<1","<1","<0.002","<0.002","0.006","7.4","0.9","33.2","3","0.72","3","17.1","0.02","0.71","0.71","0.02","9.2","<0.001","1.4"
"Port Shelter","PM9","2022-04-06","1","Surface Water","1.2","0.017","2.6","93","6.9","<1","<1","<0.002","<0.002","<0.002","7.8","1","31.8","3.4","<0.05","3.6","20.6","0.02","0.17","0.17","0.02","5.9","<0.001","1.6"
"Port Shelter","PM9","2022-04-06","1","Middle Water","0.9","0.031","2","102","7.6","<1","<1","<0.002","0.003","<0.002","7.8","1.1","32","3.4","0.14","12","20","0.04","0.47","0.48","0.02","4.9","<0.001","2.8"
"Port Shelter","PM9","2022-04-06","1","Bottom Water","0.5","0.037","1.6","89","6.7","<1","1","<0.002","<0.002","<0.002","7.7","1.3","32.7","3.4","0.43","2.8","19.8","0.04","0.21","0.21","<0.02","6.1","<0.001","1"
"Port Shelter","PM9","2022-05-19","1","Surface Water","<0.1","0.024","0.5","79","5.5","<1","<1","0.03","<0.002","<0.002","8.2","<0.2","32.3","2.6","0.48","1.6","24.9","0.06","0.12","0.15","0.02","9.2","0.001","0.7"
"Port Shelter","PM9","2022-05-19","1","Middle Water","0.3","0.02","0.6","91","6.3","<1","1","0.033","<0.002","<0.002","8.2","0.3","32.5","2.6","0.36","0.9","24.6","0.06","0.19","0.23","0.04","5.9","0.001","<0.5"
"Port Shelter","PM9","2022-05-19","1","Bottom Water","0.3","0.028","1.3","94","6.5","<1","<1","0.03","<0.002","0.004","8.2","0.8","32.7","2.6","0.3","2.6","24.4","0.06","0.05","0.08","0.02","6.2","0.002","<0.5"
"Port Shelter","PM9","2022-06-01","1","Surface Water","0.6","0.021","0.8","95","6.2","<1","<1","0.019","<0.002","0.003","7.9","<0.2","32","8.9","0.34","2.4","28.5","0.04","0.47","0.49","0.03","5.8","0.001","0.8"
"Port Shelter","PM9","2022-06-01","1","Middle Water","0.6","0.027","0.9","89","6","<1","<1","0.015","<0.002","0.005","7.9","<0.2","32.8","8.9","0.41","<0.5","25.5","0.04","0.08","0.1","<0.02","5.6","0.001","<0.5"
"Port Shelter","PM9","2022-06-01","1","Bottom Water","0.4","0.016","0.6","84","5.7","<1","<1","0.47","0.014","<0.002","7.9","0.2","33.6","8.9","0.65","1.7","25.2","0.5","0.06","0.54","0.02","7.7","<0.001","0.7"
"Port Shelter","PM9","2022-07-25","1","Surface Water","1.5","0.009","2.8","97","6","<1","3","0.009","<0.002","<0.002","8.2","1","30.6","2.7","0.44","3.7","31.7","0.02","0.23","0.24","0.02","19.8","<0.001","1.6"
"Port Shelter","PM9","2022-07-25","1","Middle Water","1","0.005","3","89","6.1","<1","1","0.099","0.006","0.01","7.9","0.5","35.1","2.7","1.3","1.2","24.1","0.11","0.19","0.3","0.05","6","<0.001","0.7"
"Port Shelter","PM9","2022-07-25","1","Bottom Water","0.7","0.008","1.9","24","1.7","<1","1","0.14","0.007","0.014","7.7","1.2","34.3","2.7","1.4","3.3","22.6","0.16","0.13","0.28","0.07","9.2","<0.001","1"
"Port Shelter","PM9","2022-08-15","1","Surface Water","0.5","0.012","0.8","90","5.7","<1","1","0.023","<0.002","<0.002","8","0.2","29.1","5.5","0.92","1","30.6","0.04","0.12","0.15","<0.02","10.9","<0.001","0.7"
"Port Shelter","PM9","2022-08-15","1","Middle Water","0.6","0.033","0.6","70","4.6","<1","<1","0.022","0.002","<0.002","8","0.9","30.6","5.5","0.63","1","28.9","0.06","0.31","0.33","<0.02","5.5","0.002","0.6"
"Port Shelter","PM9","2022-08-15","1","Bottom Water","0.4","0.1","0.7","51","3.3","1","1","0.034","0.011","0.006","7.9","0.4","31.9","5.5","1","3.3","28.1","0.15","0.39","0.44","0.04","7.5","0.004","0.9"
"Port Shelter","PM9","2022-09-02","1","Surface Water","0.8","0.014","3.7","94","6","<1","1","0.03","<0.002","<0.002","7.5","<0.2","31.3","3.9","<0.05","2.7","29.5","0.05","0.28","0.31","0.03","59.4","<0.001","1.4"
"Port Shelter","PM9","2022-09-02","1","Middle Water","0.8","0.005","2.8","102","6.7","<1","<1","0.04","<0.002","<0.002","7.5","<0.2","31.9","3.9","<0.05","1.4","28.1","0.05","0.33","0.37","0.05","5.7","<0.001","0.9"
"Port Shelter","PM9","2022-09-02","1","Bottom Water","0.6","0.012","2.5","31","2.1","<1","<1","0.11","0.021","0.012","7.2","1.4","34.1","3.9","1.5","4.1","23.1","0.14","0.19","0.32","0.07","53.3","<0.001","1.8"
"Port Shelter","PM9","2022-10-22","1","Surface Water","0.1","0.027","1.4","81","5.5","<1","<1","0.019","0.006","<0.002","8.1","1.5","33.2","1.9","1","3.8","25.3","0.05","0.81","0.84","0.06","4.1","0.002","1.5"
"Port Shelter","PM9","2022-10-22","1","Middle Water","<0.1","0.02","1.5","90","6.1","<1","<1","0.02","0.011","0.012","8.1","0.8","33.3","1.9","1.1","2.3","25.3","0.05","0.74","0.77","0.06","4.2","0.001","0.8"
"Port Shelter","PM9","2022-10-22","1","Bottom Water","<0.1","0.018","0.9","83","5.6","<1","<1","0.031","0.023","0.012","8.1","0.9","33.6","1.9","1.1","4.7","25.6","0.07","0.49","0.54","0.06","4.2","0.001","1"
"Port Shelter","PM9","2022-11-23","1","Surface Water","0.8","0.029","3.3","89","6.2","1","1","<0.002","<0.002","<0.002","7.3","0.8","32.7","5.7","0.33","1.4","24.1","0.03","0.53","0.53","0.08","7.4","<0.001","0.6"
"Port Shelter","PM9","2022-11-23","1","Middle Water","0.4","0.032","0.9","106","7.4","<1","5","0.011","<0.002","<0.002","7.3","0.6","32.7","5.7","0.35","2.2","23.9","0.05","0.45","0.46","0.06","5.7","<0.001","1"
"Port Shelter","PM9","2022-11-23","1","Bottom Water","0.3","0.044","0.6","99","7","<1","2","0.024","<0.002","<0.002","7.3","<0.2","32.7","5.7","0.33","2","23.6","0.07","0.59","0.62","0.08","12.5","<0.001","0.8"
"Port Shelter","PM9","2022-12-02","1","Surface Water","0.7","0.041","1.7","74","5.3","3","6","0.027","0.003","0.014","8","1.8","32.6","1.8","0.69","5.5","21.8","0.07","0.13","0.16","0.05","4.1","0.002","1.3"
"Port Shelter","PM9","2022-12-02","1","Middle Water","0.5","0.045","1.4","88","6.3","<1","3","0.023","0.003","0.013","8","2.1","32.8","1.8","0.65","5.4","22.5","0.07","0.15","0.18","0.06","4.2","0.002","1.3"
"Port Shelter","PM9","2022-12-02","1","Bottom Water","0.7","0.044","1.3","88","6.3","1","4","0.022","0.003","0.013","8","1.4","32.8","1.8","0.75","7.8","22.4","0.07","0.14","0.17","0.06","4.2","0.002","1.4"
"Port Shelter","PT2","2022-01-24","1","Surface Water","1","0.069","0.9","102","7.7","200","380","0.005","<0.002","0.015","7.7","1.3","33.4","2.4","0.44","2.5","19.3","0.08","0.53","0.54","0.02","9.1","0.001","1.3"
"Port Shelter","PT2","2022-05-19","1","Surface Water","0.4","0.052","0.6","88","6.1","13","90","0.062","<0.002","<0.002","8.1","0.6","31.5","2.4","0.7","8.4","25.4","0.12","0.31","0.37","0.04","10.1","0.003","1.3"
"Port Shelter","PT2","2022-06-01","1","Surface Water","1.1","0.023","5.7","86","5.6","14","110","0.01","<0.002","<0.002","7.9","2.1","30.8","1.8","0.18","8.3","29","0.04","0.08","0.09","0.02","6.3","0.001","1.9"
"Port Shelter","PT2","2022-07-25","1","Surface Water","1.5","0.031","3.5","73","4.6","45","900","0.017","<0.002","<0.002","8","2.4","30.4","1.7","1.6","11","31.5","0.05","0.48","0.5","0.03","7.6","0.002","2.7"
"Port Shelter","PT2","2022-09-02","1","Surface Water","1","0.02","2.5","90","5.8","240","1100","0.027","<0.002","<0.002","7.5","1.7","31.3","1.7","0.25","7.8","29.3","0.05","0.16","0.19","0.05","31.3","<0.001","2"
"Port Shelter","PT2","2022-11-23","1","Surface Water","1.2","0.055","5.7","85","5.9","1100","3100","<0.002","<0.002","<0.002","7.3","0.6","32.4","2.8","0.67","1.7","24.6","0.06","0.25","0.25","0.07","21.9","<0.001","0.5"
"Port Shelter","PT3","2022-01-24","1","Surface Water","0.7","0.045","0.6","79","6","<1","1","<0.002","<0.002","0.007","7.7","0.6","33.4","2.9","0.63","2.6","19.4","0.05","0.74","0.74","0.02","5.7","<0.001","1.3"
"Port Shelter","PT3","2022-01-24","1","Middle Water","0.9","0.043","0.6","83","6.3","<1","1","<0.002","<0.002","0.005","7.7","0.9","33.5","2.9","0.6","4.3","19.1","0.05","0.58","0.58","0.02","6.1","<0.001","2.1"
"Port Shelter","PT3","2022-01-24","1","Bottom Water","1","0.046","0.5","96","7.3","<1","<1","<0.002","<0.002","0.007","7.7","0.7","33.6","2.9","0.6","4.2","19","0.05","0.46","0.46","0.02","6.4","<0.001","2.2"
"Port Shelter","PT3","2022-05-19","1","Surface Water","0.6","0.043","0.6","83","5.6","2","10","0.056","<0.002","<0.002","8.1","<0.2","31.2","3.1","1.4","8.4","25.9","0.1","0.17","0.23","0.04","10.3","0.002","1"
"Port Shelter","PT3","2022-05-19","1","Middle Water","0.4","0.031","0.7","84","5.8","<1","<1","0.04","<0.002","<0.002","8.1","0.5","31.6","3.1","0.82","8.8","25.2","0.07","0.49","0.53","0.03","6.2","0.002","0.9"
"Port Shelter","PT3","2022-05-19","1","Bottom Water","0.5","0.05","0.8","77","5.3","<1","<1","0.038","<0.002","<0.002","8.1","0.7","31.8","3.1","0.97","8.8","25.2","0.09","0.45","0.49","0.05","6.2","0.003","1.2"
"Port Shelter","PT3","2022-06-01","1","Surface Water","1","0.021","2.6","96","6.2","<1","2","0.009","<0.002","<0.002","7.9","1.2","31.1","2.7","<0.05","3","29.4","0.03","0.11","0.12","0.03","6.4","0.001","1.2"
"Port Shelter","PT3","2022-06-01","1","Middle Water","0.8","0.016","2","93","6","<1","1","0.006","<0.002","0.003","7.9","1.1","31.2","2.7","0.1","3.8","29.1","0.02","0.1","0.11","0.02","6.3","<0.001","1.6"
"Port Shelter","PT3","2022-06-01","1","Bottom Water","1","0.03","2.3","94","6.4","<1","<1","0.009","<0.002","0.004","7.9","1.2","32.6","2.7","0.18","1.7","25.9","0.04","0.11","0.12","0.03","7.2","0.001","0.6"
"Port Shelter","PT3","2022-07-25","1","Surface Water","1.1","0.022","1.1","82","5.1","29","42","0.017","<0.002","<0.002","8","0.9","30.6","2.5","1.2","9.4","31.7","0.04","0.45","0.47","0.03","9.9","0.002","2.1"
"Port Shelter","PT3","2022-07-25","1","Middle Water","1.2","0.024","1.6","73","4.6","1","6","0.02","<0.002","<0.002","8","0.9","31.4","2.5","1.3","2.8","30.4","0.05","0.34","0.36","0.03","6.5","0.001","1.6"
"Port Shelter","PT3","2022-07-25","1","Bottom Water","1.8","0.042","3.7","76","5.1","3","6","0.017","0.003","0.011","7.9","2.9","34.5","2.5","1.6","12","25.7","0.06","0.33","0.35","0.04","7.7","0.001","3.4"
"Port Shelter","PT3","2022-09-02","1","Surface Water","1","0.019","3.1","88","5.6","4","13","0.034","<0.002","<0.002","7.5","0.6","30.5","3.3","0.19","4.2","30.4","0.06","0.11","0.15","0.05","10.6","<0.001","1.4"
"Port Shelter","PT3","2022-09-02","1","Middle Water","1","0.012","3","86","5.4","1","15","0.031","<0.002","<0.002","7.5","0.6","30.5","3.3","0.2","2.5","30.4","0.05","0.15","0.18","0.05","14.7","<0.001","1"
"Port Shelter","PT3","2022-09-02","1","Bottom Water","0.9","0.021","3","87","5.5","1","7","0.033","<0.002","<0.002","7.4","0.7","31.4","3.3","0.18","2.2","29.7","0.06","0.14","0.18","0.05","39.6","<0.001","0.6"
"Port Shelter","PT3","2022-11-23","1","Surface Water","1.1","0.055","7.9","85","5.9","5","9","0.022","<0.002","<0.002","7.3","0.5","32.5","3.3","0.73","1.7","24.5","0.08","0.16","0.18","0.08","13","<0.001","0.6"
"Port Shelter","PT3","2022-11-23","1","Middle Water","0.7","0.038","2.3","97","6.7","<1","<1","0.016","<0.002","<0.002","7.2","0.4","32.6","3.3","0.7","2","24.5","0.06","0.18","0.2","0.05","13.2","<0.001","0.7"
"Port Shelter","PT3","2022-11-23","1","Bottom Water","0.7","0.048","4.1","88","6.1","5","11","0.015","<0.002","<0.002","7.2","<0.2","32.7","3.3","0.7","2","24.4","0.07","0.16","0.18","0.03","18.2","<0.001","0.7"
"Port Shelter","PT4","2022-01-24","1","Surface Water","0.6","0.046","4.3","86","6.5","45","160","<0.002","<0.002","0.005","6.8","1.6","32.9","2.6","0.18","3.9","19.5","0.05","0.41","0.41","0.02","6.1","<0.001","1.6"
"Port Shelter","PT4","2022-01-24","1","Bottom Water","0.7","0.054","4","86","6.6","80","170","<0.002","<0.002","0.006","6.9","2.3","33.4","2.6","0.12","4.7","19.2","0.06","0.65","0.65","<0.02","6.6","<0.001","2.4"
"Port Shelter","PT4","2022-05-19","1","Surface Water","0.9","0.049","2.5","72","5","<1","7","0.11","0.003","<0.002","8.1","1.3","28.8","2.4","1.4","9.6","25.7","0.16","0.12","0.23","0.07","10.7","0.003","1.5"
"Port Shelter","PT4","2022-05-19","1","Bottom Water","0.8","0.051","0.9","85","5.9","5","11","0.08","0.002","0.005","8.1","1.1","31.6","2.4","1","9.4","25.3","0.13","0.22","0.3","0.04","6.4","0.003","1.4"
"Port Shelter","PT4","2022-06-01","1","Surface Water","0.7","0.06","2.4","79","5.2","<1","5","0.04","0.002","0.005","7.8","1.3","29.9","2","0.89","3.2","28.9","0.1","0.14","0.18","0.03","6.2","0.002","1.1"
"Port Shelter","PT4","2022-06-01","1","Bottom Water","0.8","0.054","1.5","94","6.2","<1","7","0.031","<0.002","0.006","7.8","1.1","31.7","2","0.71","3.6","27.5","0.09","0.1","0.13","0.05","6","0.002","1.2"
"Port Shelter","PT4","2022-07-25","1","Surface Water","1.6","0.022","4.3","82","5.1","1","15","0.022","<0.002","<0.002","7.8","3.5","30.2","1.7","1.7","10","31.5","0.05","0.39","0.41","0.03","7.2","<0.001","2.5"
"Port Shelter","PT4","2022-07-25","1","Bottom Water","2.8","0.074","4.6","86","5.7","1","13","0.027","0.014","0.017","7.7","3.6","33.7","1.7","2.4","11","26.6","0.12","0.55","0.59","0.05","7.2","0.002","2.6"
"Port Shelter","PT4","2022-09-02","1","Surface Water","1.1","0.017","2.6","90","5.7","4","17","0.032","<0.002","0.003","7.5","0.7","29.7","2.4","0.18","1.5","30.6","0.05","0.12","0.15","0.05","8.3","<0.001","0.8"
"Port Shelter","PT4","2022-09-02","1","Bottom Water","1","0.015","2.1","99","6.3","5","18","0.036","<0.002","<0.002","7.5","0.6","31.1","2.4","0.12","3.2","30.1","0.05","0.2","0.24","0.05","8.6","<0.001","0.8"
"Port Shelter","PT4","2022-11-23","1","Surface Water","1.6","0.11","9.6","78","5.5","60","350","0.047","0.002","0.013","7.7","1.6","31.7","3.2","1.1","1.8","24.5","0.16","0.32","0.37","0.08","17.4","0.002","0.7"
"Port Shelter","PT4","2022-11-23","1","Bottom Water","1","0.076","4.3","95","6.6","90","300","0.046","0.004","<0.002","7.7","1.3","32.5","3.2","0.87","2.6","24.6","0.13","0.25","0.3","0.06","12.9","0.002","1"
"Southern","SM1","2022-01-10","1","Surface Water","0.5","0.019","1.2","90","6.8","<1","<1","0.021","0.005","0.008","7.6","0.4","33.6","3","0.47","2.8","19.4","0.05","0.58","0.61","0.03","15.6","<0.001","0.9"
"Southern","SM1","2022-01-10","1","Middle Water","0.3","0.016","1","96","7.2","<1","<1","0.023","0.004","0.008","7.6","0.7","33.7","3","0.49","2.5","19.4","0.04","0.63","0.66","0.02","9.4","<0.001","0.8"
